ts,open,high,low,close,volume
2025-12-10 14:00:00,92128.098,92145.085,91600.45,91832.13,0.034856447
2025-12-10 15:00:00,91843.845,92182.6,91572.9545,92076.078,1.865482131
2025-12-10 16:00:00,92104.12,92615.55,91897.125,92209.988,0.037341119
2025-12-10 17:00:00,92192.29,92539.806,92085.3075,92401.735,0.13915925
2025-12-10 18:00:00,92392.456,93061.992,91992.9345,92504.9045,0.359794276
2025-12-10 19:00:00,92518.8785,93253.842,91260.47276975,93006.6665,0.044750273
2025-12-10 20:00:00,92983.565,94524.78,91577.1927938395,92500.53,0.561656947
2025-12-10 21:00:00,92508.395,93105.444712609,91892.7345,92399.5615,0.005843703
2025-12-10 22:00:00,92398.5055,93105.444712609,91982.773,92519.4,1.685615608
2025-12-10 23:00:00,92520.673,92642.65,91949.1,92029.619,0.001396922
2025-12-11 00:00:00,92025.24,92130.9625,91058.38,91411.215,0.002963092
2025-12-11 01:00:00,91393.4595,91445.45,90666.835,90703.4,0.029083896
2025-12-11 02:00:00,90694.079,90708.8665,89883.935,90088.507,0.019742461
2025-12-11 03:00:00,90096.015,92099.9724938105,89431.388,89883.488,0.056578046
2025-12-11 04:00:00,89917.617,90522.865,89700.034,90408.455,0.023099462
2025-12-11 05:00:00,90450.29,90468.408,90082.5695,90339.8555,0.017771576
2025-12-11 06:00:00,90331.9,90484.5315,89970.615,90321.415,0.004888439
2025-12-11 07:00:00,90297.737,90384.0915,90094.3205,90280.845,0.0035
2025-12-11 08:00:00,90258.6735,90302.234,89976.1265,90248.6735,0.073226346
2025-12-11 09:00:00,90223.7325,90550.0545,90140.055,90240.514,0.00035279
2025-12-11 10:00:00,90274.1165,90407.065,90171.1295,90328.69,0.021993564
2025-12-11 11:00:00,90335.6115,90451.05,90207.8,90253.7645,0.002553826
2025-12-11 12:00:00,90257.692,90421.95,90005.8,90017.85,0.002904436
2025-12-11 13:00:00,90054.804,90188.055,89872.4885,90101.775,0.024214812
2025-12-11 14:00:00,90111.3,92099.9724938105,89262.146,89557.5365,0.029769311
2025-12-11 15:00:00,89568.9,90673.984,89408.9155,89911.32,0.034188028
2025-12-11 16:00:00,89874.925,92099.9724938105,89344.25,89746.2235,0.012981718
2025-12-11 17:00:00,89754.505,90293.19,89631.75,90009.6155,0.515033133
2025-12-11 18:00:00,89965.783,91222.1315,89894.609,90729.82,0.022163225
2025-12-11 19:00:00,90738.474,92099.9724938105,90603.184,90842.985,0.007258004
2025-12-11 20:00:00,90847.854,91881.095,90805.6525,91789.645,0.037037591
2025-12-11 21:00:00,91798.3555,93616.2325,91707.945,92909.3125,0.583123532
2025-12-11 22:00:00,92886.01,93227.59,92098.99,92369.8525,0.002283708
2025-12-11 23:00:00,92384.938,92844.6575,92355.6915,92550.4265,0.002504579
2025-12-12 00:00:00,92536.26,92708.0185,91469.0595,91581.652,0.008779459
2025-12-12 01:00:00,91618.9395,92370.45,91550.06,92185.165,0.018129603
2025-12-12 02:00:00,92184.475,92772.265,91946.79,92610.1175,0.003811672
2025-12-12 03:00:00,92648.4215,92789.045,92170.4,92298.7525,0.145756177
2025-12-12 04:00:00,92287.915,92504.7795,92118.6725,92402.814,0.00787448
2025-12-12 05:00:00,92403.55,92532.75,92077.8955,92461.356,0.558694723
2025-12-12 06:00:00,92453.357,92771.5095,92398.1,92484.451,0.623340178
2025-12-12 07:00:00,92513.757,92674.49,92270.6085,92445.865,0.05667404
2025-12-12 08:00:00,92427.25,92509.535,92120.2,92358.525,0.001504848
2025-12-12 09:00:00,92365.065,92594.845,92083.3565,92535.2275,0.499558757
2025-12-12 10:00:00,92548.56,92659.0465,92405.852,92524.5915,0.012820049
2025-12-12 11:00:00,92488.2,92508.3375,92294.17,92475.27,0.007333605
2025-12-12 12:00:00,92430.8595,92466.7505,92090.291,92427.131,0.009844692
2025-12-12 13:00:00,92436.54,92546.6825,92236.2385,92331.7575,0.012947189
2025-12-12 14:00:00,92291.02,93194.53890625,91900.5505,92465.822,0.072006259
2025-12-12 15:00:00,92464.6835,92475.04126,89779.4265,89936.761,0.020884344
2025-12-12 16:00:00,89930.2435,91592.3582806125,89486.915,90075.35,0.134149414
2025-12-12 17:00:00,90074.502,91458.8964532015,89838.43,90121.0405,0.002859692
2025-12-12 18:00:00,90127.55,90693.8765,89054.1514532015,90392.365,0.101380226
2025-12-12 19:00:00,90387.603,90432.4,90017.877,90199.7,0.011686158
2025-12-12 20:00:00,90222.145,90372.69,89897.66,90205.414,0.025316358
2025-12-12 21:00:00,90229.7045,90372.49,90113.01,90200.55,0.005664901
2025-12-12 22:00:00,90203.0385,90424.3325,90176.91,90364.15,0.031649354
2025-12-12 23:00:00,90377.21,90455.2,90232.477,90276.6635,0.01334073
2025-12-13 00:00:00,90255.53,90453.787,90196.796,90345.095,0.003610857
2025-12-13 01:00:00,90336.345,90411.4,90065.8,90232.5675,0.011686478
2025-12-13 02:00:00,90225.9105,90358.7,90186.01,90233.3765,0.003038739
2025-12-13 03:00:00,90236.8,90509.67,90201.495,90358.715,0.004826412
2025-12-13 04:00:00,90344.715,90483.158,90254.894,90373.06,0.006647848
2025-12-13 05:00:00,90374.535,90442.311,90266.2655,90348.625,0.011406825
2025-12-13 06:00:00,90345.1065,90437.3,90227.5,90348.4555,0.463089596
2025-12-13 07:00:00,90378.8095,90472.21,90290.385,90363.0075,0.012491492
2025-12-13 08:00:00,90381.3575,90596.49,90347.015,90467.188,0.003746571
2025-12-13 09:00:00,90470.465,90539.3365,90359.489,90434.1415,0.002108
2025-12-13 10:00:00,90431.515,90663.025,90427.6625,90619.065,0.009190705
2025-12-13 11:00:00,90629.827,90670.554,90295.49,90368.115,0.056317862
2025-12-13 12:00:00,90380.7825,90534.054,90285.949,90377.38,0.000959702
2025-12-13 13:00:00,90386.5945,90484.85,90212.25,90266.84,0.001423858
2025-12-13 14:00:00,90281.65,91458.8964532015,90264.9945,91458.8964532015,0.000158565
2025-12-13 15:00:00,90108.2605,91458.8964532015,90083.625,90102.8795,0.0
2025-12-13 16:00:00,90101.8555,90301.8,90018.1,90107.815,0.008748964
2025-12-13 17:00:00,90089.585,90152.3,90000.44,90063.865,0.101242329
2025-12-13 18:00:00,90073.875,90236.4,90053.77,90149.8515,0.108938472
2025-12-13 19:00:00,90138.8115,90297.387,90110.48,90229.6475,0.002010757
2025-12-13 20:00:00,90221.435,90259.3,90055.62,90112.8155,0.057748373
2025-12-13 21:00:00,90116.25,90242.36,89771.253,90187.609,0.001055996
2025-12-13 22:00:00,90187.5065,90264.5915,90017.5,90144.498,0.00016784
2025-12-13 23:00:00,90154.233,90319.9,90057.515,90278.9165,0.001067945
2025-12-14 00:00:00,90323.263,90505.2,90145.92,90353.7655,0.001414
2025-12-14 01:00:00,90366.08,90511.4,90210.9525,90335.625,0.00036785
2025-12-14 02:00:00,90299.7595,90437.4,90233.51,90318.7055,0.000451144
2025-12-14 03:00:00,90308.755,90372.7,90237.8,90266.85,0.011871732
2025-12-14 04:00:00,90293.435,90409.567,90132.8865,90192.6455,0.014918158
2025-12-14 05:00:00,90207.1065,90283.699,90051.096,90213.6385,0.0492995
2025-12-14 06:00:00,90218.4445,90270.782,90105.209,90182.542,0.000446612
2025-12-14 07:00:00,90163.66,90309.195,90082.545,90244.9895,0.018849524
2025-12-14 08:00:00,90269.63,90311.51,90113.85,90114.184,0.032419728
2025-12-14 09:00:00,90127.85,90202.4,90015.1395,90046.37,0.005715625
2025-12-14 10:00:00,90039.294,90145.85,89789.482,89858.889,0.039805327
2025-12-14 11:00:00,89857.34,90535.8714532015,88769.2864532015,89396.63,0.113000608
2025-12-14 12:00:00,89362.36,89691.2395,89092.335,89452.666,0.063092068
2025-12-14 13:00:00,89437.5785,89533.02,89100.1625,89498.6,0.001291947
2025-12-14 14:00:00,89510.651,89612.5,88922.9553633004,89125.65,0.003054575
2025-12-14 15:00:00,89103.83,89197.295,88928.3053633004,89049.9105,0.008623878
2025-12-14 16:00:00,89062.985,89418.5695,88583.114285714,88848.66,0.237779648
2025-12-14 17:00:00,88853.653,89078.27,88628.761,88818.637,0.018144546
2025-12-14 18:00:00,88817.824,89094.665,88728.76,88999.415,0.088527017
2025-12-14 19:00:00,89004.705,89025.95,88495.97,88661.34,0.026537699
2025-12-14 20:00:00,88657.718,90240.3049507385,88334.6,88572.6425,0.033225999
2025-12-14 21:00:00,88572.1,88746.1675,88359.795,88456.7,0.002678201
2025-12-14 22:00:00,88463.4695,88633.9,88018.423,88417.0725,0.038336071
2025-12-14 23:00:00,88446.41,90018.6300738915,87631.6642237864,88171.12,0.008647199
2025-12-15 00:00:00,88158.28,89966.5532237864,88068.3865,88467.65,0.005657439
2025-12-15 01:00:00,88487.067,89368.1405,88431.5205,89273.8845,0.003956855
2025-12-15 02:00:00,89264.945,90056.583,89239.153,89361.749,0.057493064
2025-12-15 03:00:00,89331.95,89600.3,89196.64,89320.03,0.023638595
2025-12-15 04:00:00,89312.82,89773.09,89272.226,89665.195,0.019505019
2025-12-15 05:00:00,89698.355,89774.9,89487.141,89616.1695,0.143064665
2025-12-15 06:00:00,89633.334,89932.6245,89417.947,89748.06,0.037134903
2025-12-15 07:00:00,89734.81,89837.6795,89535.0,89754.785,0.005541084
2025-12-15 08:00:00,89761.75,89948.131,89643.6275,89790.5745,0.001182276
2025-12-15 09:00:00,89786.98,89998.005,89741.148,89870.11,0.008489823
2025-12-15 10:00:00,89883.222,90004.5,89722.0095,89858.8205,0.13750868
2025-12-15 11:00:00,89875.55,89930.75,89581.2355,89641.805,0.006415063
2025-12-15 12:00:00,89653.865,89800.516,89420.559,89716.85,0.056616042
2025-12-15 13:00:00,89712.8385,89751.054,89274.25,89447.65,0.006971573
2025-12-15 14:00:00,89416.112,90171.3394334975,87838.77,88037.76,0.082746471
2025-12-15 15:00:00,88013.4115,89966.5532237864,86606.0645,87011.1925,0.345207201
2025-12-15 16:00:00,87033.81,87252.2,86057.285,86359.528,0.358510529
2025-12-15 17:00:00,86378.259,86486.915,85576.12,85739.7605,0.204494337
2025-12-15 18:00:00,85732.56,86267.95,85165.65,86166.882,0.120390468
2025-12-15 19:00:00,86183.4775,86548.33,85851.335,86140.124,0.03916295
2025-12-15 20:00:00,86136.57,88651.635,85587.875,85769.998,0.172292783
2025-12-15 21:00:00,85766.654,86292.71,85512.06,86205.165,0.414809689
2025-12-15 22:00:00,86229.7675,86282.158,85798.226,86238.19,0.641560291
2025-12-15 23:00:00,86222.857,88651.635,86096.0,86391.0875,0.049555704
2025-12-16 00:00:00,86407.93,86528.3825,85822.318,85836.46,0.035682342
2025-12-16 01:00:00,85848.2,86161.697,85660.7875,85884.803,0.00680416
2025-12-16 02:00:00,85884.634,86242.48,85781.99,85916.351,0.024248098
2025-12-16 03:00:00,85934.353,85995.96,85358.58,85855.01,0.008190901
2025-12-16 04:00:00,85857.6,85905.716,85251.14,85826.88,0.135453486
2025-12-16 05:00:00,85796.975,86215.02,85776.0025,86021.79,0.083282552
2025-12-16 06:00:00,86007.5125,86618.8,86007.5125,86467.7615,0.035999221
2025-12-16 07:00:00,86503.205,86599.5,85871.039756,85998.05,0.152629766
2025-12-16 08:00:00,86013.572,86371.9445,85914.6905,86261.074,0.012153168
2025-12-16 09:00:00,86253.001,86422.771,86169.31,86349.098,0.206091967
2025-12-16 10:00:00,86330.605,87325.7355,86245.841,86950.15,0.034814351
2025-12-16 11:00:00,86963.3,87350.3,86791.09,87249.155,0.062363252
2025-12-16 12:00:00,87219.6385,87482.625,87059.548,87197.23,0.103833017
2025-12-16 13:00:00,87203.15,87763.5565,85960.591133004,86424.8125,0.022658095
2025-12-16 14:00:00,86427.4505,87736.2525,86101.959,87279.885,0.298518403
2025-12-16 15:00:00,87280.702,88155.32,86810.68,87956.96,0.044494254
2025-12-16 16:00:00,87936.49,88081.2,87365.2,87587.59,0.029953591
2025-12-16 17:00:00,87574.625,87847.5615,87065.95,87118.0705,0.006921013
2025-12-16 18:00:00,87104.164,88006.2295,87044.948,87791.9375,0.121335685
2025-12-16 19:00:00,87796.8075,87796.8075,87267.772,87547.22,0.155998205
2025-12-16 20:00:00,87539.902,87839.7315,87327.506,87559.438,0.036789732
2025-12-16 21:00:00,87559.694,87917.183,87465.756,87735.9765,0.000623031
2025-12-16 22:00:00,87762.943,87924.3735,87626.491,87801.704,0.028904199
2025-12-16 23:00:00,87802.356,87881.1,87571.5605,87857.25,0.001912283
2025-12-17 00:00:00,87898.9,87898.9,87387.455,87517.883,0.050495618
2025-12-17 01:00:00,87528.545,87933.355,87463.5525,87523.675,0.01850142
2025-12-17 02:00:00,87574.75,87581.815,87152.046,87468.25,0.008331913
2025-12-17 03:00:00,87474.4525,87634.47,87130.635,87182.26,0.026892245
2025-12-17 04:00:00,87202.6315,87385.505,86697.36,86743.085,0.06054429
2025-12-17 05:00:00,86747.42,86747.42,86174.805,86608.73,0.024504946
2025-12-17 06:00:00,86582.16,86984.7725,86551.866,86732.18,0.004007871
2025-12-17 07:00:00,86748.9,87092.0,86558.502,87007.76,0.021452906
2025-12-17 08:00:00,87019.7705,87030.99,86275.1,86373.0,0.010937941
2025-12-17 09:00:00,86384.515,86575.974,86180.804,86389.0475,0.017751609
2025-12-17 10:00:00,86370.165,86844.2,86193.5655,86596.2345,0.017474741
2025-12-17 11:00:00,86588.33,87119.5025,86484.003,86952.695,0.042390722
2025-12-17 12:00:00,86989.367,87206.963,86797.075,87010.925,0.002016945
2025-12-17 13:00:00,87008.1,87822.85,86786.975,87606.07,0.064679092
2025-12-17 14:00:00,87606.703,89677.3915,87134.810416502,89644.4025,0.265157104
2025-12-17 15:00:00,89644.088,90332.8,87106.6,87219.27,0.246807837
2025-12-17 16:00:00,87196.98,87741.37,86121.045,86965.47,0.026472995
2025-12-17 17:00:00,86937.405,87082.68,86225.4,86378.395,0.085310488
2025-12-17 18:00:00,86376.465,87219.945566502,85606.1725,85792.915,0.187193438
2025-12-17 19:00:00,85768.57,86149.13,85267.6724384235,85978.4185,0.180230158
2025-12-17 20:00:00,85996.4375,86240.25,85602.355,85863.055,0.167843265
2025-12-17 21:00:00,85852.34,86049.41,85664.155,85937.808,0.128670275
2025-12-17 22:00:00,85937.575,86404.6695,85855.32,86305.555,0.004033531
2025-12-17 23:00:00,86308.782,86308.782,85904.205,86192.7275,0.001442303
2025-12-18 00:00:00,86205.0905,86313.31,86004.3,86182.05,0.00893872
2025-12-18 01:00:00,86193.7195,86850.4874384235,85820.41,86077.236,0.001895407
2025-12-18 02:00:00,86092.587,86842.736,85959.1,86658.08,0.003294637
2025-12-18 03:00:00,86658.6105,86669.55,86220.5,86568.424,0.011840497
2025-12-18 04:00:00,86568.775,86883.064,86545.454,86719.1925,0.007346376
2025-12-18 05:00:00,86705.7885,86769.86,86340.1525,86396.7055,0.102755989
2025-12-18 06:00:00,86401.9515,86636.3225,86360.35,86625.0585,0.001592606
2025-12-18 07:00:00,86630.59,86870.575,86556.27,86796.624,0.127863964
2025-12-18 08:00:00,86789.325,87136.901,86659.579,86937.929,0.123127769
2025-12-18 09:00:00,86953.58,87364.72,86759.153,87220.27,0.009983672
2025-12-18 10:00:00,87241.4945,87425.845,87154.13,87291.665,0.029734
2025-12-18 11:00:00,87339.15,87339.7,87017.6,87220.3905,0.014357463
2025-12-18 12:00:00,87263.8335,87396.09,87061.7,87231.494,0.019197532
2025-12-18 13:00:00,87239.77,89385.734805,86854.73,88790.425,1.233766449
2025-12-18 14:00:00,88826.7965,89421.936,87697.1135,88300.84,0.802224814
2025-12-18 15:00:00,88300.34,89317.675,87918.2495,88456.563,0.083235767
2025-12-18 16:00:00,88452.2,89210.543019619,87803.4485,87966.9165,0.231450033
2025-12-18 17:00:00,87959.805,88006.66,85403.4,86441.515,0.036808077
2025-12-18 18:00:00,86443.44,87788.5024130425,85668.7085,85918.335,0.285413822
2025-12-18 19:00:00,85931.9095,87788.5024130425,84428.0755,84437.1335,0.149602722
2025-12-18 20:00:00,84433.785,87433.051265477,84402.748,84580.635,0.070457234
2025-12-18 21:00:00,84556.7885,87433.051265477,84536.887790858,85595.69,0.050015184
2025-12-18 22:00:00,85596.94,87433.051265477,85232.3235,85536.9635,0.007157546
2025-12-18 23:00:00,85532.661,85580.5,85271.744,85457.75,0.007293019
2025-12-19 00:00:00,85486.9875,85581.5,85231.0385,85567.5245,0.01279526
2025-12-19 01:00:00,85541.75,85556.17,85061.155,85264.107,0.085961557
2025-12-19 02:00:00,85285.925,87296.3841864415,85074.73,85602.95,0.010367363
2025-12-19 03:00:00,85603.4,87516.415,85555.8315,86823.65,0.011201549
2025-12-19 04:00:00,86841.159,87322.439,85841.4642118225,87038.35,0.016004101
2025-12-19 05:00:00,87053.635,87187.41,86604.55,87087.0,0.016852007
2025-12-19 06:00:00,87088.2865,87416.744,86834.598,87415.4375,0.110197767
2025-12-19 07:00:00,87418.969,88342.8085,87401.5945,87898.1,0.009564044
2025-12-19 08:00:00,87898.767,88203.887,87657.3,88047.31,0.027226545
2025-12-19 09:00:00,88030.01,88131.725,87825.45,88046.883,0.004036
2025-12-19 10:00:00,88039.305,88276.5355,87867.6125,88237.1375,0.021601008
2025-12-19 11:00:00,88234.85,88334.997,88075.882,88129.12,0.008911421
2025-12-19 12:00:00,88148.55,88241.427,87784.8,87784.8,0.006551996
2025-12-19 13:00:00,87820.415,88164.274,87769.5,87949.58,0.003991718
2025-12-19 14:00:00,87949.438,88470.265,87455.9905,88112.6855,0.018377136
2025-12-19 15:00:00,88111.02,89348.5375,87650.5615,87907.5265,0.045518479
2025-12-19 16:00:00,87887.13,88849.58,87804.976,87907.35,0.015318841
2025-12-19 17:00:00,87923.63,88302.98,86810.8235,86890.333,0.034305502
2025-12-19 18:00:00,86881.7,87425.325,86789.6055,87094.427,0.03766719
2025-12-19 19:00:00,87095.094,88078.029,87066.6075,87803.2,0.013128464
2025-12-19 20:00:00,87808.5565,88357.19,87533.875,88003.0,0.038637919
2025-12-19 21:00:00,88012.0375,88049.327,87737.394,87788.777,0.001145
2025-12-19 22:00:00,87780.3,88378.485,87780.3,88316.7435,0.001465274
2025-12-19 23:00:00,88282.925,88332.35,88077.9995,88083.95,0.004933677
2025-12-20 00:00:00,88144.7,88153.0065,87910.6315,87966.7045,0.007072787
2025-12-20 01:00:00,87967.7165,88129.85,87952.795,88035.6615,0.00256925
2025-12-20 02:00:00,88030.3695,88334.98,87956.01268,88166.6,0.002507008
2025-12-20 03:00:00,88186.0,88328.179,88126.7885,88167.035,0.000673
2025-12-20 04:00:00,88169.45,89153.637135,88072.164,88248.0465,0.029874552
2025-12-20 05:00:00,88259.3025,88533.155,88223.445,88266.905,0.003248387
2025-12-20 06:00:00,88266.25,88455.616,88231.25,88271.7485,0.003236
2025-12-20 07:00:00,88276.64,88297.15,88134.7,88229.36,0.172674335
2025-12-20 08:00:00,88238.8875,88436.77,88200.9,88200.9,0.017054537
2025-12-20 09:00:00,88195.2,88319.843,88159.045,88196.109,0.007307558
2025-12-20 10:00:00,88174.556,88262.442,88067.056,88123.0,0.003354193
2025-12-20 11:00:00,88115.935,88288.93,88036.375,88248.74,0.145414176
2025-12-20 12:00:00,88236.5,88326.08,88107.01,88199.2,0.005823982
2025-12-20 13:00:00,88195.03,88330.86,87780.57,88214.879,0.0656059
2025-12-20 14:00:00,88213.7835,88249.145,87960.63,88210.75,0.064119184
2025-12-20 15:00:00,88201.269,88230.972,87967.705,88145.397,0.023608598
2025-12-20 16:00:00,88138.6805,88231.97,88078.25,88110.202,0.008597413
2025-12-20 17:00:00,88121.67,88248.6,88063.51,88150.77,0.004943594
2025-12-20 18:00:00,88151.62,88375.87,88062.096,88276.222,0.05841591
2025-12-20 19:00:00,88292.993,88340.8,88122.7,88206.5445,0.01296996
2025-12-20 20:00:00,88211.6045,88285.5,88142.0,88250.9295,0.01938344
2025-12-20 21:00:00,88248.8215,88425.21,88167.7281,88189.3386,0.000254
2025-12-20 22:00:00,88195.3281,88317.6,88099.679,88245.783,0.004218176
2025-12-20 23:00:00,88253.2055,88400.3,88205.0485,88323.1825,0.001828565
2025-12-21 00:00:00,88390.16,88404.03,88263.455,88356.6785,0.001580945
2025-12-21 01:00:00,88354.0845,88356.5185,87969.875,88005.0655,0.007862993
2025-12-21 02:00:00,87988.198,88124.822,87834.5045,87934.1,0.011952258
2025-12-21 03:00:00,87936.745,88139.7655,87869.32,88065.9375,0.003617438
2025-12-21 04:00:00,88043.2965,88133.455,88001.6,88054.825,0.00143679
2025-12-21 05:00:00,88028.0,88152.63,88027.54,88092.4665,0.0015485
2025-12-21 06:00:00,88108.32,88197.4695,88044.395,88054.896,0.000305588
2025-12-21 07:00:00,88074.96,88156.462,88035.442,88143.712,0.000297
2025-12-21 08:00:00,88142.85,88712.75,88111.65,88502.335,0.020078319
2025-12-21 09:00:00,88523.65,89052.255,88451.15,88882.607,0.023570743
2025-12-21 10:00:00,88864.133,88958.54,88527.278,88629.7195,0.018033806
2025-12-21 11:00:00,88638.305,88720.1795,88543.65,88577.79,0.006263177
2025-12-21 12:00:00,88580.6945,88909.5,88429.855,88621.15,0.003476967
2025-12-21 13:00:00,88613.1,88670.65,87565.8135,87654.32,0.035927158
2025-12-21 14:00:00,87646.502,88112.75,87589.039,88031.809,0.006437666
2025-12-21 15:00:00,88047.285,88234.95,87771.295,88031.2085,0.004935
2025-12-21 16:00:00,88036.05,88343.915,87949.412,88310.035,0.004550696
2025-12-21 17:00:00,88348.9,88484.695,88242.425,88304.8785,0.001950428
2025-12-21 18:00:00,88274.455,88438.072,87909.75,88405.6,0.021052688
2025-12-21 19:00:00,88424.955,89255.083275862,88177.6885,88470.7955,0.041921281
2025-12-21 20:00:00,88445.6645,88492.805,88171.374,88216.478,0.236459618
2025-12-21 21:00:00,88219.965,88377.7,88058.561,88142.5625,0.008414
2025-12-21 22:00:00,88143.265,88483.5135,88097.2855,88471.7705,0.002353536
2025-12-21 23:00:00,88450.045,88799.625,88333.8235,88651.7895,0.014404802
2025-12-22 00:00:00,88687.526,89609.9695,88591.0695,88613.721,0.028199253
2025-12-22 01:00:00,88609.5065,89268.4775,88480.1015,88617.452,0.007801681
2025-12-22 02:00:00,88587.715,89255.083275862,87885.483,88438.305,0.006462036
2025-12-22 03:00:00,88447.1255,88845.4915,88253.132,88756.555,0.006696372
2025-12-22 04:00:00,88739.3,89019.1,88666.248,88870.4365,0.077441338
2025-12-22 05:00:00,88871.6985,88981.341,88720.575,88810.73,0.107560346
2025-12-22 06:00:00,88800.555,88985.905,88677.244,88872.0895,0.000541032
2025-12-22 07:00:00,88879.855,89183.235,88853.25,89108.93,0.040614282
